CPF-Source-ID	Related-ID	CPF-Type	NameEntry	Date	Subject	Place	Occupation	Activity	BiogHist	Citation	Citation-URL	Citation-FoundData
24264.r001	no2018059484	person	Collins, Nina Lorez, 1969-	1969^Birth						Kathleen Collins papers, 1924-20151962-1988  (The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.)	http://archives.nypl.org/scm/24264.xml	Collins, Nina Lorez, 1969-
24846.c01	n92055036	person	Valente, Alfredo		Ballet companies -- Photographs#Ballet dancers -- Photographs#Dance companies -- Photographs		Dancers.#Photographers.		<biogHist><p>Alfredo Valente (1899-1973) was born in Calabria, Italy where he was trained as a fine artist. In 1927, he immigrated to the United States and began his photography career in New York City. In 1931, he became the photographer for experimental repertory company the Group Theater. Throughout the 1930s he was regularly published in magazines and newspapers including Stage, the preeminent periodical about Broadway. Valente's trademark style was his portraits of costumed performers which used artistic camera angles and dramatic lighting. In addition to portraiture, Valente documented numerous productions of American Ballet Theatre (then known as Ballet Theatre) during the company's formative years in the 1940s. He photographed some of Ballet Theatre's most prominent dancers, such as Harold Lang, John Kriza, Alicia Alonso, Nora Kaye, Vera Zorina, Igor Yousketvitch, Alicia Markova, Maria Tallchief, André Eglevsky, and Hugh Laing.</p></biogHist>	Alfredo Valente negatives, 1934-1958 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24846.xml	Valente, Alfredo
24846.r001	n97872917	person	Argentinita, 1898-1945	1898^Birth#1945^Death						Alfredo Valente negatives, 1934-1958 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24846.xml	Argentinita, 1898-1945 -- Photographs
24846.r002	n79043983	person	Dunham, Katherine							Alfredo Valente negatives, 1934-1958 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24846.xml	Dunham, Katherine -- Photographs
24846.r003	n79139724	person	St. Denis, Ruth, 1880-1968	1880^Birth#1968^Death						Alfredo Valente negatives, 1934-1958 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24846.xml	St. Denis, Ruth, 1880-1968 -- Photographs
24846.r004		corporateBody	Agnes de Mille Dance Theatre							Alfredo Valente negatives, 1934-1958 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24846.xml	Agnes de Mille Dance Theatre -- Photographs
24846.r005		corporateBody	American Ballet Theatre							Alfredo Valente negatives, 1934-1958 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24846.xml	American Ballet Theatre -- Photographs
24846.r006		corporateBody	Ballet for America							Alfredo Valente negatives, 1934-1958 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24846.xml	Ballet for America -- Photographs
24846.r007		corporateBody	Ballet International							Alfredo Valente negatives, 1934-1958 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24846.xml	Ballet International -- Photographs
24846.r008		corporateBody	Ballet Russe de Monte Carlo							Alfredo Valente negatives, 1934-1958 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24846.xml	Ballet Russe de Monte Carlo -- Photographs
24846.r009		corporateBody	Jooss European Ballet							Alfredo Valente negatives, 1934-1958 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24846.xml	Jooss European Ballet -- Photographs
24885.c01	nr2004028804	person	Newman, Barbara, 1944-	1944^Birth	Ballet dancers#Choreographers#Dancers -- 20th century				<biogHist><p>Barbara Newman (born 1944) is a dance critic for Country Life, a music critic for Dancing Times and the U.K. editor of www.dancemag.uk. Newman has published several books on ballet notably Striking a Balance : Dancers Talk About Dancing (1982, revised edition 1992), Never Far From Dancing (Part II of Striking a Balance, 2014), Grace Under Pressure: Passing Dance Through Time (2003), and Antoinette Sibley: Reflections of a Ballerina (1986).</p><title>Country Life</title><title>Dancing Times</title><title>Striking a Balance : Dancers Talk About Dancing</title><title>Never Far From Dancing</title><title>Grace Under Pressure: Passing Dance Through Time</title><title>Antoinette Sibley: Reflections of a Ballerina</title></biogHist>	Barbara Newman dance interviews, 1975-2010 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24885.xml	Newman, Barbara, 1944-
24885.r001	n82087040	person	Sibley, Antoinette							Barbara Newman dance interviews, 1975-2010 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24885.xml	Sibley, Antoinette
24891.c01	no2016000124	person	Shelley, Lady (Jane), 1820-1899	1820^Birth#1899^Death	Yachting	Mediterranean Sea#Scotland#Spain			<biogHist><p>Jane, Lady Shelley, née Gibson, other married name St. John. She was the wife of Sir Percy Florence Shelley, son of the English poet Percy Bysshe Shelley, and Mary Wollstonecraft Shelley, author of Frankenstein. Though they had no children, Lady Shelley and Sir Percy raised Bessie Florence Gibson, called "Floss," as their own; she was possibly the daughter of Lady Shelley's brother. Florence Trevor [later married name Blake] was Sir Percy's cousin, the child of his father's sister Mary.</p></biogHist>	Yachting diary of Jane, Lady Shelley (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24891.xml	Shelley, Lady (Jane), 1820-1899
24891.r001	n79059978	person	Garnett, Richard, 1835-1906	1835^Birth#1906^Death						Yachting diary of Jane, Lady Shelley (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24891.xml	Garnett, Richard, 1835-1906
24891.r002	n79061063	person	Shelley, Mary Wollstonecraft, 1797-1851	1797^Birth#1851^Death						Yachting diary of Jane, Lady Shelley (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24891.xml	Shelley, Mary Wollstonecraft, 1797-1851 -- Family.
24891.r003	n79054060	person	Shelley, Percy Bysshe, 1792-1822	1792^Birth#1822^Death						Yachting diary of Jane, Lady Shelley (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24891.xml	Shelley, Percy Bysshe, 1792-1822 -- Family.
24891.r004	no2001082974	person	Shelley, Percy Florence, Sir, 1819-1889	1819^Birth#1889^Death						Yachting diary of Jane, Lady Shelley (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24891.xml	Shelley, Percy Florence, Sir, 1819-1889
24515.c01	n97872861	person	Kim, Willa		Costume design -- New York (State) -- New York#Du Bois, Raoul Pène, 1914-1985#Theater -- New York (State) -- New York				<biogHist><p>Willa Kim (1917-2016) was a Korean-American costume designer for ballet, stage, film and opera. She studied art at Los Angeles City College and received a scholarship to the Chouinard Art Institute (now the California Institute of the Arts: CalArts). After graduating, she worked with costume designers Barbara Karinska and Raoul Pène Du Bois at Paramount Studios. Kim worked on a number of successful Broadway productions with Du Bois, including Gypsy, The Music Man and Bells are Ringing. Her connection with Du Bois, led to her meeting his cousin, and her future husband (1955), William Pène du Bois, a writer and illustrator of children's books.</p><title>Gypsy</title><title>The Music Man</title><title>Bells are Ringing</title><p>Kim began her solo designing career in the 1960s and over the course of her life received numerous awards and recognition for her work. She received Drama Desk Awards for Operation Sidewinder (1970), Promenade (1970) and The Screens (1972); and a Drama Desk nomination for Legs Diamond (1989). She received Tony Award nominations for Goodtime Charlie (1975), Dancin' (1978), Song and Dance (1986),and Legs Diamond (1989) and won Tony Awards for Sophisticated Ladies (1981) and The Will Rogers Follies (1991). She received Obies for Robert Lowell's trilogy The Old Glory and Woman Before a Glass, as well as Emmys for Michael Smuin's The Tempest and for Song for Dead Warriors.</p><title>Operation Sidewinder</title><title>Promenade</title><title>The Screens</title><title>Legs Diamond</title><title>Goodtime Charlie</title><title>Dancin'</title><title>Song and Dance</title><title>Legs Diamond</title><title>Sophisticated Ladies</title><title>The Will Rogers Follies</title><title>The Old Glory</title><title>Woman Before a Glass</title><title>The Tempest</title><title>Song for Dead Warriors</title><p>Toward the end of her career, she was honored with numerous awards. In 1999 she won the TDF/Irene Sharaff Lifetime Achievement Award, in 2003 FIT's 2003 Patricia Zipprodt Award for Innovative Costume Design, in 2005 the United States Institute for Theater Technology distinguished Achievement Award, and in 2007 she was inducted into the American Theater Hall of Fame.</p></biogHist>	Willa Kim designs, 1905-2014 (The New York Public Library. Billy Rose Theatre Division.)	http://archives.nypl.org/the/24515.xml	Kim, Willa
24887.c01	n50043988	person	Koch, Kenneth, 1925-2002	1925^Birth#2002^Death	American poetry -- 20th century#Editors -- United States -- 20th century#Poets, American -- 20th century		Editors#Poets			Kenneth Koch letters, 19611967  (The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.)	http://archives.nypl.org/brg/24887.xml	Koch, Kenneth, 1925-2002
24887.r001	n79106667	person	Allen, Donald, 1912-2004	1912^Birth#2004^Death						Kenneth Koch letters, 19611967  (The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.)	http://archives.nypl.org/brg/24887.xml	Allen, Donald, 1912-2004
24887.r002	n79091463	person	Schuyler, James							Kenneth Koch letters, 19611967  (The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.)	http://archives.nypl.org/brg/24887.xml	Schuyler, James
24893.c01	n83139062	person	Richter, Helene, 1861-1942	1861^Birth#1942^Death	Scholars -- Austria -- 19th century -- Correspondence				<biogHist><p>Helene Richter, Viennese scholar of English literature.</p></biogHist>	Helene Richter manuscript material (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24893.xml	Richter, Helene, 1861-1942
24893.r001		person	Preston, Sydney E							Helene Richter manuscript material (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24893.xml	Preston, Sydney E
24893.r002		person	Shelley, Percy Bysshe, 1792-1822	1792^Birth#1822^Death						Helene Richter manuscript material (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24893.xml	Shelley, Percy Bysshe, 1792-1822. Prometheus unbound. Prometheus unbound.
24893.r003		corporateBody	Shelley Society							Helene Richter manuscript material (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24893.xml	Shelley Society
25596.c01	no2009112867	person	MacDonald Gladys H., 1912-	1912^Birth	African American librarians#African Americans -- Societies, etc#Associations, institutions, etc -- New York (State) -- New York	Harlem (New York, N.Y.)			<biogHist><p>Gladys H. MacDonald was a Harlem-based librarian and community organizer. Throughout the 1930s and 1940s, MacDonald worked in a variety of librarian and teaching positions for institutions such as the Schomburg Collection for Negro Literature and History (New York Public Library), New York Amsterdam News, 135th Street YMCA, and Brooklyn College.</p><p>In 1951 MacDonald founded Harlem Speaks, an interracial group that held community forums and meetings featuring speakers such as Langston Hughes and George Schuyler. The organization suffered from lack of funding and ceased functioning in 1959.</p></biogHist>	Gladys H. MacDonald papers, 1924-1959 (The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.)	http://archives.nypl.org/scm/25596.xml	MacDonald Gladys H., 1912-
25596.r001		corporateBody	Harlem Speaks (Organization)							Gladys H. MacDonald papers, 1924-1959 (The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.)	http://archives.nypl.org/scm/25596.xml	Harlem Speaks (Organization)
24845.r001	n50017594	person	Balanchine, George							Frederick Melton photographs, 1949-1954 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24845.xml	Balanchine, George
24845.r002	nr98015170	person	Le Clercq, Tanaquil							Frederick Melton photographs, 1949-1954 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24845.xml	Le Clercq, Tanaquil
24845.r003	n97873153	person	Melton, Frederick							Frederick Melton photographs, 1949-1954 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24845.xml	Melton, Frederick
24845.r004	n85173002	person	Robbins, Jerome							Frederick Melton photographs, 1949-1954 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24845.xml	Robbins, Jerome
24845.r005	n50016845	person	Tallchief, Maria							Frederick Melton photographs, 1949-1954 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24845.xml	Tallchief, Maria
24845.r006		corporateBody	New York City Ballet							Frederick Melton photographs, 1949-1954 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24845.xml	New York City Ballet
24845.r007		corporateBody	School of American Ballet							Frederick Melton photographs, 1949-1954 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24845.xml	School of American Ballet
24676.c01	n84002787	person	Ashley, Merrill		Ballet -- 20th century#Ballet companies#Ballet dancers#Choreography				<biogHist><p>Merrill Ashley (née Linda Merrill, 1950 - ) is an American ballerina who danced for 31 years with the New York City Ballet, most of them under George Balanchine. The last ballerina to have fully trained and developed under Balanchine, she now advises companies and dancers staging his ballets around the world.</p><p>Ashley was born in St. Paul, Minnesota, and raised in Rutland, Vermont, where she began her ballet studies at the age of seven. In 1964, at the age of thirteen, she was awarded a scholarship to continue her training at the School of American Ballet as part of its Ford Foundation Scholarship program.</p><p>In 1967, George Balanchine invited Ashley to join the corps de ballet of the New York City Ballet, where she soon appeared in both corps and soloist roles in almost all of the ballets in the Company's repertory. In 1974, she was promoted to the rank of soloist, and three years later she became a principal dancer. Ashley danced her final performance with the Company as part of the Opening Night Benefit on November 25, 1997.</p><p>Balanchine choreographed both Ballo della Regina and Ballade for Ashley, and she also originated roles in Jerome Robbins' Concertino and Brahms/Handel, which he choreographed with Twyla Tharp. Her repertory included roles in ballets as diverse as Balanchine's Concerto Barocco, Firebird, The Nutcracker (as both the Dewdrop and Sugarplum Fairy), Prodigal Son (as the Siren), Serenade, Square Dance, Stars and Stripes, Swan Lake, and Tchaikovsky Suite No. 3 (in "Theme and Variations"), as well as Robbins' Dances at a Gathering. During the New York City Ballet's 1988 American Music Festival, she originated a principal role in Peter Martins' Barber Violin Concerto. She also originated principal roles in Martins' Fearful Symmetries in 1990 and The Sleeping Beauty (as Carabosse) in 1991.</p><title>Ballo della Regina</title><title>Ballade</title><title>Concertino</title><title>Brahms/Handel</title><title>Concerto Barocco</title><title>Firebird</title><title>The Nutcracker</title><title>Prodigal Son</title><title>Serenade</title><title>Square Dance</title><title>Stars and Stripes</title><title>Swan Lake</title><title>Tchaikovsky Suite No. 3</title><title>Dances at a Gathering</title><title>Barber Violin Concerto</title><title>Fearful Symmetries</title><title>The Sleeping Beauty</title><p>Ashley danced throughout the world, including the major capitals of Western and Eastern Europe, and in China. In 1978, she danced at The White House for President and Mrs. Carter, and in 1986 she was chosen as the American ballerina to represent the United States at a gala celebrating the 40th Anniversary of UNESCO. The gala was held at the Bolshoi Theatre in Moscow and televised throughout Europe and the USSR. Ashley's broadcast appearances included PBS' Dance in America series (which included Balanchine's Ballo della Regina, Divertimento No. 15, Jewels ("Emeralds"), and The Four Temperaments; and Bournonville's pas de deux from Flower Festival at Genzano) and the "Gala of Stars" in 1980, 1982, 1984, and 1985.</p><title>Dance in America</title><title>Ballo della Regina</title><title>Divertimento No. 15</title><title>Jewels ("Emeralds")</title><title>The Four Temperaments</title><title>Flower Festival at Genzano</title><p>Ashley was a guest artist with many ballet companies, including the Sadler's Wells Royal Ballet in London (dancing in Paquita and The Sleeping Beauty). She also led her own group, Merrill Ashley and Dancers, on tours in 1981 and 1982. Ashley's autobiography, Dancing For Balanchine, was published in 1984 by E.P. Dutton, Inc. In addition, Ashley is the co-author and co-artistic director of the video series The Balanchine Essays, produced by the George Balanchine Foundation. She was also the subject of the 2015 documentary The Dance Goodbye, which documented her career transition following her retirement from performance. In 1987, she was the recipient of the Dance Magazine Award.</p><title>Paquita</title><title>The Sleeping Beauty</title><title>Dancing For Balanchine</title><title>The Balanchine Essays</title><title>The Dance Goodbye</title><title>Dance Magazine</title><p>Ashley has also conducted lectures for The George Balanchine Foundation at the Boston Ballet and Massachusetts Youth Ballet. She has staged Ballo della Regina for The George Balanchine Trust at Ballet Nacional de Cuba (2000), San Francisco Ballet, and Royal Winnipeg Ballet, and frequently teaches master classes at such companies as the Paris Opera Ballet and Royal Danish Ballet.</p><title>Ballo della Regina</title></biogHist>	Merrill Ashley papers, 1950-2017 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24676.xml	Ashley, Merrill
24676.r001	n50017594	person	Balanchine, George							Merrill Ashley papers, 1950-2017 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24676.xml	Balanchine, George
24676.r002	nr2003011192	person	Williams, Stanley, 1925-1997	1925^Birth#1997^Death						Merrill Ashley papers, 1950-2017 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24676.xml	Williams, Stanley, 1925-1997
24676.r003		corporateBody	New York City Ballet							Merrill Ashley papers, 1950-2017 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24676.xml	New York City Ballet
24676.r004		corporateBody	School of American Ballet							Merrill Ashley papers, 1950-2017 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24676.xml	School of American Ballet
24892.c01	nr97034502	person	Dunne, Liam			Italy				Scene of Shelley's last years. [cartographic material] (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24892.xml	Dunne, Liam
24892.r001	n79054060	person	Shelley, Percy Bysshe, 1792-1822	1792^Birth#1822^Death						Scene of Shelley's last years. [cartographic material] (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24892.xml	Shelley, Percy Bysshe, 1792-1822 -- Last years.
24892.r002		corporateBody	Carl H. Pforzheimer Library							Scene of Shelley's last years. [cartographic material] (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24892.xml	Carl H. Pforzheimer Library
24886.c01	http://viaf.org/viaf/56750310	person	Baillie, Joanna, 1762-1851	1762^Birth#1851^Death	Dramatists, Scottish -- 19th century -- Correspondence#Poets, Scottish -- 19th century -- Correspondence				<biogHist><p>Joanna Baillie, Scottish playwright and poet.</p></biogHist>	Joanna Baillie manuscript material (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24886.xml	Baillie, Joanna, 1762-1851
24886.r001		person	Baillie, Sophia Denman, 1771-1845	1771^Birth#1845^Death						Joanna Baillie manuscript material (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24886.xml	Baillie, Sophia Denman, 1771-1845
24886.r002	n85312083	person	Benger, E. (Elizabeth), 1778-1827	1778^Birth#1827^Death						Joanna Baillie manuscript material (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24886.xml	Benger, E. (Elizabeth), 1778-1827
24886.r003		person	Delpierre, Sophia Jane Lateward, 1806 or 1807-1890	1807^Birth#1890^Death						Joanna Baillie manuscript material (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24886.xml	Delpierre, Sophia Jane Lateward, 1806 or 1807-1890
24886.r004	n82132741	person	Holford, Miss (Margaret), 1778-1852	1778^Birth#1852^Death						Joanna Baillie manuscript material (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24886.xml	Holford, Miss (Margaret), 1778-1852
24886.r005	n50029222	person	Howitt, Mary (Mary Botham), 1799-1888	1799^Birth#1888^Death						Joanna Baillie manuscript material (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24886.xml	Howitt, Mary (Mary Botham), 1799-1888
24886.r006		person	Hunter, Mary, of Belfast							Joanna Baillie manuscript material (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24886.xml	Hunter, Mary, of Belfast
24886.r007		person	Montgomery, Mary Millicent, 1787-1868	1787^Birth#1868^Death						Joanna Baillie manuscript material (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24886.xml	Montgomery, Mary Millicent, 1787-1868
24886.r008		person	Richards, Frances Eliza, -1851							Joanna Baillie manuscript material (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24886.xml	Richards, Frances Eliza, -1851
24886.r009	n83053657	person	Shee, Martin Archer, 1769-1850	1769^Birth#1850^Death						Joanna Baillie manuscript material (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24886.xml	Shee, Martin Archer, 1769-1850
24672.c01	nr2007008931	person	Sala, Rafael, 1891-1927	1891^Birth#1927^Death	Acculturation -- United States -- Exhibitions#Exhibitions -- New York (State) -- New York#Hispanic Americans#Immigrants -- United States -- Exhibitions		Artists.#Educators.		<biogHist><p>Rafael Sala (1891-1927) of Cataluña was a Spanish painter associated with various modern art movements of the early 20th century. He lived in New York City from 1919 to 1923. Sala chaired the Hispanic Section's Committee on Exhibits in the America's Making exposition of 1921.</p><p>In 1923 Sala had a solo exhibition in New York City and married the writer Monna Alfau. Shortly after the wedding they sailed for Mexico, where he resided until his death at a clinic in Pasadena, California. Sala is also known for his published study of Mexican "marcos de fuego," branded ownership marks on books in colonial libraries, having worked as a bibliographer as well as a painter in Mexico.</p><p>America's Making was an exposition held at the 71st Regiment Armory in New York City from October 29 to November 12, 1921. Its purpose was to present three centuries of immigrant contributions to the nation through educational exhibitions and pageantry. Immigrant groups were classified as racial groups, and included African-Americans. The exposition was formed under the auspices of the New York State and New York City Departments of Education, and carried out by voluntary committees for each group under the organization America's Making, Inc. Its president was John Huston Finley (1863-1940), an educator, editor, author and civic leader.</p><p>Participating ethnic groups, called racial and lineage groups in the exposition, were usually led by prominent persons backed by executive and working committees. During the organizational period for the Hispanic immigrant group (later Americans of Hispanic Lineage), officers of the Hispanic Division were distinct from the executive committee members of the Hispanic Section, who headed various committees (such as Exhibits, Pageantry, etc.) to carry out plans. Rafael Sala was Chair of the Hispanic Section's Committee on Exhibits and thus a member of the Section's Executive Committee. As the date of the event approached, the term "Hispanic Section" was generally used by all concerned to refer to the Hispanic group's organization as a whole. In the case of Americans of Hispanic Lineage, the working committees are not listed in the commemorative publication The Book of America's Making Exposition (1921). Under the Lineage group's leaders (two of whom had appeared as officers on Hispanic Division letterhead) a single committee is listed, including Rafael Sala. The leaders and committee members together are identical to the members of the "Comite Organizadora" identified in "Contribuciones Hispánicas…," a typescript memorandum prepared on the eve of the exposition by the Hispanic Section, containing an urgent plea for funds.</p><title>The Book of America's Making Exposition</title></biogHist>	Rafael Sala papers relating to the America's Making exposition, 1920-1921 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24672.xml	Sala, Rafael, 1891-1927
24672.r001	n88059291	person	Finley, John H. (John Huston), 1863-1940	1863^Birth#1940^Death						Rafael Sala papers relating to the America's Making exposition, 1920-1921 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24672.xml	Finley, John H. (John Huston), 1863-1940
24672.r002		person	Harris, William Laurel, 1870-1924	1870^Birth#1924^Death						Rafael Sala papers relating to the America's Making exposition, 1920-1921 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24672.xml	Harris, William Laurel, 1870-1924
24672.r003	n87882305	person	Heaton, H. C. (Harry Clifton), 1885-1950	1885^Birth#1950^Death						Rafael Sala papers relating to the America's Making exposition, 1920-1921 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24672.xml	Heaton, H. C. (Harry Clifton), 1885-1950
24672.r004		person	Musser, John, 1889-1949	1889^Birth#1949^Death						Rafael Sala papers relating to the America's Making exposition, 1920-1921 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24672.xml	Musser, John, 1889-1949
24672.r005	no95060392	person	Wilkins, Lawrence A. (Lawrence Augustus), 1878-	1878^Birth						Rafael Sala papers relating to the America's Making exposition, 1920-1921 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24672.xml	Wilkins, Lawrence A. (Lawrence Augustus), 1878-
24672.r006		corporateBody	America's Making (Exposition) (1921 : New York, N.Y.)							Rafael Sala papers relating to the America's Making exposition, 1920-1921 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24672.xml	America's Making (Exposition) (1921 : New York, N.Y.)
24672.r007		corporateBody	America's Making, Inc.							Rafael Sala papers relating to the America's Making exposition, 1920-1921 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24672.xml	America's Making, Inc.
24672.r008		corporateBody	America's Making, Inc. Hispanic Section							Rafael Sala papers relating to the America's Making exposition, 1920-1921 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24672.xml	America's Making, Inc. Hispanic Section
24868.r001	n83047112	person	Cunningham, Merce							W. H. Stephan photographs, 1949-1959 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24868.xml	Cunningham, Merce
24868.r002	n97872863	person	Kinch, Myra							W. H. Stephan photographs, 1949-1959 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24868.xml	Kinch, Myra
24868.r003	n88226079	person	Lang, Pearl, 1921-2009	1921^Birth#2009^Death						W. H. Stephan photographs, 1949-1959 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24868.xml	Lang, Pearl, 1921-2009
24868.r004	no2001018865	person	Maslow, Sophie							W. H. Stephan photographs, 1949-1959 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24868.xml	Maslow, Sophie
24868.r005	n97873659	person	Stephan, W. H.							W. H. Stephan photographs, 1949-1959 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24868.xml	Stephan, W. H.
24868.r006	n85156548	person	Taylor, Paul, 1930-2018	1930^Birth#2018^Death						W. H. Stephan photographs, 1949-1959 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24868.xml	Taylor, Paul, 1930-2018
24868.r007		corporateBody	American Ballet Theatre							W. H. Stephan photographs, 1949-1959 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24868.xml	American Ballet Theatre
24868.r008		corporateBody	Ballet Russe de Monte Carlo							W. H. Stephan photographs, 1949-1959 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24868.xml	Ballet Russe de Monte Carlo
24868.r009		corporateBody	Chicago Opera Ballet							W. H. Stephan photographs, 1949-1959 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24868.xml	Chicago Opera Ballet
24868.r010		corporateBody	Juilliard Dance Ensemble							W. H. Stephan photographs, 1949-1959 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24868.xml	Juilliard Dance Ensemble
24868.r011		corporateBody	New York City Ballet							W. H. Stephan photographs, 1949-1959 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24868.xml	New York City Ballet
24868.r012		corporateBody	Slavenska-Franklin Ballet							W. H. Stephan photographs, 1949-1959 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24868.xml	Slavenska-Franklin Ballet
24895.r001	no2008169682	person	Combe, Cecilia, 1794-1868	1794^Birth#1868^Death						Scrapbooks on Sarah Siddons, 1780-1837 (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24895.xml	Combe, Cecilia, 1794-1868
