CPF-Source-ID	Related-ID	CPF-Type	NameEntry	Date	"Date Type"	Subject	Place	Occupation	Activity	BiogHist	Citation	Citation-URL	Citation-FoundData
9156-Archives_Orn8.c01	n82126533	person	"Eisenmann, Eugene, 1906-1981"	1906	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Eugene Eisenmann papers, 1950s-1970s, undated (Department of Ornithology Archives)"		"Eisenmann, Eugene, 1906-1981"
				1981	Death								
9358-Archives_Orn192.r001	n50047914	person	"Fuertes, Louis Agassiz, 1874-1927"	1874	Birth						"Department of Ornithology collection on Louis Agassiz Fuertes materials, circa 1902-1975 (Department of Ornithology Archives)"		"Fuertes, Louis Agassiz, 1874-1927"
				1927	Death								
9358-Archives_Orn192.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Department of Ornithology collection on Louis Agassiz Fuertes materials, circa 1902-1975 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9358-Archives_Orn192.r002		corporateBody	"Ford Motor Company"								"Department of Ornithology collection on Louis Agassiz Fuertes materials, circa 1902-1975 (Department of Ornithology Archives)"		"Ford Motor Company"
9358-Archives_Orn192.r003		corporateBody	"Church & Dwight Co."								"Department of Ornithology collection on Louis Agassiz Fuertes materials, circa 1902-1975 (Department of Ornithology Archives)"		"Church & Dwight Co."
9319-Archives_Orn125.c01	amnhp_1000443	person	"Correia, José G., 1881-1954"	1881	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Gulf of Guinea Expedition collection, 1928-1930 (Department of Ornithology Archives)"		"Correia, José G., 1881-1954"
				1954	Death								
9319-Archives_Orn125.c02		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Gulf of Guinea Expedition collection, 1928-1930 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9319-Archives_Orn125.r001		corporateBody	"Thorne-Correia Expedition, 1928-1929"								"Gulf of Guinea Expedition collection, 1928-1930 (Department of Ornithology Archives)"		"Thorne-Correia Expedition (1928-1929)"
9371-Archives_Orn202.c01		person	"Baasch, Kurt W."						"American Museum of Natural History. Department of Ornithology. Archives."		"Kurt W. Baasch collection, 1924-1932 (Department of Ornithology Archives)"		"Baasch, Kurt W."
9359-Archives_Orn193.c01	n78096880	person	"Jaques, Francis Lee, 1887-1969"	1887	Birth	"Birds -- Photography"			"American Museum of Natural History. Department of Ornithology. Archives."		"Francis Lee Jaques photograph collection, 1970 (Department of Ornithology Archives)"		"Jaques, Francis Lee, 1887-1969"
				1969	Death								
9376-Archives_Orn207.c01	amnhp_1000241	person	"Boyle, Howarth S."			"Scientific expeditions -- South America"			"American Museum of Natural History. Department of Ornithology. Archives."		"Miller-Boyle Expedition collection, 1914-1916, 2003 (Department of Ornithology Archives)"		"Boyle, Howarth S."
9376-Archives_Orn207.c02	no2008056909	person	"Miller, Leo E. (Leo Edward), 1887-1952"	1887	Birth	"Scientific expeditions -- South America"			"American Museum of Natural History. Department of Ornithology. Archives."		"Miller-Boyle Expedition collection, 1914-1916, 2003 (Department of Ornithology Archives)"		"Miller, Leo E. (Leo Edward), 1887-1952"
				1952	Death								
9376-Archives_Orn207.r001		corporateBody	"Miller South American Expedition, 1914-1915"								"Miller-Boyle Expedition collection, 1914-1916, 2003 (Department of Ornithology Archives)"		"Miller South American Expedition (1914-1915)"
9258-Archives_Orn77.c01	no2011086188	person	"Olalla, A. M. (Alfonso M.)"						"American Museum of Natural History. Department of Ornithology. Archives."		"Alphonso Olalla collection, 1922-1968 (Department of Ornithology Archives)"		"Olalla, A. M. (Alfonso M.)"
9341-Archives_Orn190.c01	n50030154	person	"Gilliard, E. Thomas (Ernest Thomas), 1912-1965"	1912	Birth	"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"E. Thomas Gilliard collection, 1936-circa 1970s (Department of Ornithology Archives)"		"Gilliard, E. Thomas (Ernest Thomas), 1912-1965"
				1965	Death	"Birds -- Catalogs and collections"							
9341-Archives_Orn190.c02	n78097027	person	"Mayr, Ernst, 1904-2005"	1904	Birth	"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"E. Thomas Gilliard collection, 1936-circa 1970s (Department of Ornithology Archives)"		"Mayr, Ernst, 1904-2005"
				2005	Death	"Birds -- Catalogs and collections"							
9341-Archives_Orn190.c03	n87830787	person	"Chapman, Frank M. (Frank Michler), 1864-1945"	1864	Birth	"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"E. Thomas Gilliard collection, 1936-circa 1970s (Department of Ornithology Archives)"		"Chapman, Frank M. (Frank Michler), 1864-1945"
				1945	Death	"Birds -- Catalogs and collections"							
9341-Archives_Orn190.c04	n78095637	person	"Darwin, Charles, 1809-1882"	1809	Birth	"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"E. Thomas Gilliard collection, 1936-circa 1970s (Department of Ornithology Archives)"		"Darwin, Charles, 1809-1882"
				1882	Death	"Birds -- Catalogs and collections"							
9341-Archives_Orn190.c05	nr2004002405	person	"Iredale, Tom, 1880-1972"	1880	Birth	"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"E. Thomas Gilliard collection, 1936-circa 1970s (Department of Ornithology Archives)"		"Iredale, Tom, 1880-1972"
				1972	Death	"Birds -- Catalogs and collections"							
9341-Archives_Orn190.c06	n50031452	person	"Greenewalt, Crawford H., 1902-1993"	1902	Birth	"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"E. Thomas Gilliard collection, 1936-circa 1970s (Department of Ornithology Archives)"		"Greenewalt, Crawford H., 1902-1993"
				1993	Death	"Birds -- Catalogs and collections"							
9302-Archives_Orn124.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Great Plains and Rocky Mountian Expedition collection, 1871-1872 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9302-Archives_Orn124.r001		corporateBody	"Great Plains and Rocky Mountain Expedition, 1871-1872"								"Great Plains and Rocky Mountian Expedition collection, 1871-1872 (Department of Ornithology Archives)"		"Great Plains and Rocky Mountain Expedition (1871-1872)"
9370-Archives_Orn201.c01	no2004068139	person	"Raven, Henry Cushier, 1889-1944"	1889	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Australia-Raven Expedition collection, 1921-1922 (Department of Ornithology Archives)"		"Raven, Henry Cushier, 1889-1944"
